contigName	contigLen	totalAvgDepth	mapped_sorted_combined.bam	mapped_sorted_combined.bam-var
contig_22106	21797	1.9132	1.9132	2.12363
contig_22107	34339	2.36535	2.36535	2.01881
contig_22108	12975	3.27407	3.27407	4.51681
contig_22109	12687	2.97272	2.97272	10.4426
contig_22110	57351	1.89792	1.89792	2.27392
contig_22111	12478	0.715607	0.715607	0.616659
contig_22112	11465	2.43809	2.43809	2.69101
contig_22113	17463	0.256166	0.256166	0.294695
contig_22114	9667	1.42703	1.42703	1.30639
contig_22115	16199	3.47106	3.47106	2.21632
contig_22116	25817	0.72303	0.72303	1.36362
contig_22117	20409	0.989634	0.989634	2.1324
contig_22118	10905	1.65123	1.65123	2.77832
contig_22119	7913	0.641376	0.641376	1.00697
contig_2212	5176	1.28353	1.28353	0.618671
contig_22123	11878	3.54877	3.54877	4.73705
contig_22124	24333	0.504321	0.504321	0.563288
contig_22125	9028	1.36438	1.36438	1.63639
contig_22126	11503	0.564961	0.564961	0.554202
contig_22127	19502	0.768189	0.768189	1.37032
contig_22128	15423	0.798533	0.798533	0.919155
contig_22129	7515	1.08934	1.08934	1.8032
contig_22130	16707	3.31195	3.31195	3.05765
contig_22131	9328	1.79516	1.79516	1.62596
contig_22133	33260	0.940834	0.940834	2.3607
contig_22135	11637	0.37512	0.37512	0.580231
contig_22136	58708	1.52063	1.52063	2.31683
contig_22137	29192	0.963708	0.963708	1.62375
contig_22138	10369	1.56395	1.56395	1.8182
contig_22139	5384	1.6689	1.6689	0.626251
contig_22140	23457	0.740507	0.740507	0.842653
contig_22141	17323	2.83643	2.83643	2.6183
contig_22142	10288	3.24206	3.24206	2.24567
contig_22143	47057	0.597203	0.597203	1.38153
contig_22144	8322	1.89109	1.89109	1.66624
contig_22145	25582	0.373584	0.373584	0.980424
contig_22146	12775	1.13949	1.13949	0.824756
contig_22147	20620	1.31695	1.31695	3.04003
contig_22148	25753	1.36867	1.36867	1.03164
contig_22149	9590	1.1268	1.1268	0.635404
contig_2215	5584	1.35057	1.35057	0.240233
contig_22150	19864	1.04063	1.04063	1.20097
contig_22151	16214	2.93015	2.93015	2.56434
contig_22152	29499	0.471294	0.471294	0.818379
contig_22153	27492	1.0579	1.0579	1.4834
contig_22154	29203	2.20125	2.20125	2.60588
contig_22155	17227	1.89284	1.89284	3.94874
contig_22156	6969	1.15032	1.15032	1.31669
contig_22157	5383	1.05007	1.05007	1.22299
contig_22158	19621	1.45658	1.45658	1.51907
contig_22159	15482	0.164101	0.164101	0.151805
contig_2216	36082	1.68393	1.68393	2.34253
contig_22160	5722	0.808686	0.808686	0.508019
contig_22161	10411	0.203099	0.203099	0.161866
contig_22162	15923	1.98827	1.98827	1.15262
contig_22163	25672	2.15375	2.15375	3.28149
contig_22164	6037	1.19331	1.19331	0.900131
contig_22165	21586	1.81872	1.81872	2.15603
contig_22166	29260	0.97719	0.97719	1.03747
contig_22167	8935	0.559476	0.559476	0.343487
contig_22168	15139	2.5863	2.5863	2.63785
contig_22169	34306	2.16079	2.16079	3.67164
contig_2217	40204	1.00871	1.00871	1.00251
contig_22170	24807	0.336051	0.336051	0.52132
contig_22171	5780	0.933925	0.933925	0.747821
contig_22172	24140	0.6	0.6	0.871538
contig_22173	46814	0.936932	0.936932	1.07474
contig_22174	6416	1.47766	1.47766	0.758072
contig_22175	17893	0.901708	0.901708	1.67101
contig_22176	18459	1.49315	1.49315	0.725141
contig_22177	16990	0.826247	0.826247	0.255119
contig_22179	49140	1.24091	1.24091	1.45909
contig_2218	11114	1.12596	1.12596	1.58347
contig_22180	41463	1.16164	1.16164	1.59982
contig_22181	8105	1.48586	1.48586	0.561601
contig_22182	19362	0.666823	0.666823	0.646725
contig_22184	19105	1.27407	1.27407	1.521
contig_22185	6174	0.165007	0.165007	0.1378
contig_22186	15207	2.22773	2.22773	0.724409
contig_22187	8179	1.10649	1.10649	0.722685
contig_22188	15842	2.92206	2.92206	1.44654
contig_22189	20932	1.24723	1.24723	1.20793
contig_2219	6514	3.79321	3.79321	5.01553
contig_22190	30627	2.56406	2.56406	4.12832
contig_22191	56309	1.90189	1.90189	2.85878
contig_22193	13602	0.650833	0.650833	0.942819
contig_22194	44246	1.63425	1.63425	1.76139
contig_22195	19170	1.11887	1.11887	0.596885
contig_22196	8404	0.911679	0.911679	1.09489
contig_22198	7855	1.20208	1.20208	0.817819
contig_22199	5384	2.59438	2.59438	2.32176
contig_2220	33826	1.25042	1.25042	2.07318
contig_22200	28188	2.45916	2.45916	1.69454
contig_22201	20926	1.02609	1.02609	1.03488
contig_22202	50585	0.472232	0.472232	0.79638
contig_22203	31156	1.59027	1.59027	1.30015
contig_22204	17640	1.7478	1.7478	0.784121
contig_22205	37175	0.976313	0.976313	2.3887
contig_22206	30789	1.58478	1.58478	0.909356
contig_22207	5254	1.58562	1.58562	1.43687
contig_22208	10013	1.65426	1.65426	1.35141
contig_22209	14941	0.893178	0.893178	0.571128
contig_2221	88853	1.91729	1.91729	3.54855
contig_22210	17970	0.27963	0.27963	0.535542
contig_22211	35034	1.11103	1.11103	1.83405
contig_22212	22879	3.8124	3.8124	4.66932
contig_22213	29848	1.40319	1.40319	0.470448
contig_22214	23022	0.945479	0.945479	0.861913
contig_22215	18839	2.18283	2.18283	4.62011
contig_22216	8394	2.30119	2.30119	3.36817
contig_22217	14001	0.897264	0.897264	0.711292
contig_22218	41808	1.64686	1.64686	3.33832
contig_22219	15018	1.09013	1.09013	0.57276
contig_2222	100389	1.34947	1.34947	3.30317
contig_22221	5874	0.872117	0.872117	0.498749
contig_22222	92799	1.40184	1.40184	2.29937
contig_22223	7967	0.957528	0.957528	1.05636
contig_22224	20356	0.74562	0.74562	1.26741
contig_22225	21873	1.55803	1.55803	1.79554
contig_22226	38276	1.62419	1.62419	5.29633
contig_22227	17433	1.47706	1.47706	1.23052
contig_22228	29330	2.43177	2.43177	3.99916
contig_22229	5482	0.605214	0.605214	0.838469
contig_2223	8989	0.999321	0.999321	0.639059
contig_22230	8760	0.678978	0.678978	0.684678
contig_22231	13270	1.02233	1.02233	0.681789
contig_22232	6911	0.440763	0.440763	0.843015
contig_22233	5446	1.31061	1.31061	1.13389
contig_22235	6167	1.765	1.765	1.71074
contig_22239	11367	1.04547	1.04547	0.594854
contig_2224	5736	1.43323	1.43323	1.64718
contig_22240	17473	0.49391	0.49391	0.876737
contig_22241	24427	1.69411	1.69411	2.48312
contig_22242	41582	2.1459	2.1459	1.72501
contig_22243	7502	2.0555	2.0555	8.26466
contig_22244	15386	0.655159	0.655159	0.72461
contig_22247	18728	1.88653	1.88653	2.24327
contig_22248	39186	1.59783	1.59783	1.6478
contig_22249	49388	1.9096	1.9096	2.67847
contig_2225	17583	1.22027	1.22027	1.32057
contig_22251	30832	1.89821	1.89821	3.82376
contig_22252	9958	1.04068	1.04068	1.07729
contig_22253	5394	0.802632	0.802632	0.179034
contig_22254	6830	1.81871	1.81871	1.00754
contig_22256	8573	1.48581	1.48581	1.21851
contig_22258	32569	2.29356	2.29356	1.85608
contig_22259	12072	0.549908	0.549908	1.01362
contig_2226	7561	2.8648	2.8648	4.62789
contig_22260	19028	0.739485	0.739485	1.10316
contig_22261	6967	1.56095	1.56095	0.568238
contig_22262	8852	1.47093	1.47093	0.732994
contig_22263	6476	1.69206	1.69206	2.04831
contig_22264	16501	5.39918	5.39918	4.80017
contig_22265	15216	0.882517	0.882517	1.37385
contig_22266	12686	0.764917	0.764917	1.00423
contig_22267	6242	0.173014	0.173014	0.1431
contig_22268	9233	2.26962	2.26962	1.60936
contig_22269	35228	1.90895	1.90895	4.15946
contig_2227	20319	1.02365	1.02365	1.39805
contig_22270	80066	1.24607	1.24607	1.26033
contig_22271	33617	0.402307	0.402307	0.809358
contig_22272	23560	1.19492	1.19492	2.35784
contig_22273	16558	1.00366	1.00366	1.12274
contig_22274	19575	1.00216	1.00216	2.01509
contig_22275	29127	2.27646	2.27646	2.25597
contig_22276	14264	3.59629	3.59629	1.98849
contig_22277	11485	2.30446	2.30446	1.73555
contig_22278	22823	0.779606	0.779606	0.719525
contig_22279	17426	0.807305	0.807305	1.00994
contig_2228	11859	0.964899	0.964899	0.950927
contig_22280	20385	3.50423	3.50423	4.06848
contig_22281	11598	0.54586	0.54586	0.932226
contig_22282	7992	6.16195	6.16195	30.0979
contig_22283	7939	0.73591	0.73591	0.700287
contig_22284	35027	1.25059	1.25059	2.59549
contig_22285	8147	0	0	0
contig_22286	54069	0.69393	0.69393	1.15652
contig_22287	5825	0.790837	0.790837	0.505238
contig_22288	12229	1.79452	1.79452	0.858963
contig_22289	29009	2.1815	2.1815	2.63573
contig_22290	8685	4.7065	4.7065	5.86884
contig_22291	35922	1.17254	1.17254	1.74047
contig_22292	13339	0.942452	0.942452	1.19213
contig_22293	10876	1.81885	1.81885	0.616176
contig_22294	45859	2.08012	2.08012	2.10458
contig_22295	23853	0.875585	0.875585	0.956856
contig_22296	56697	2.14535	2.14535	2.07052
contig_22297	17602	1.97645	1.97645	3.49022
contig_22298	38363	0.994871	0.994871	0.945437
contig_22299	14037	0.143732	0.143732	0.123057
contig_2230	589441	2.38381	2.38381	4.89507
contig_22300	18131	0.819087	0.819087	0.703453
contig_22302	14502	0.67447	0.67447	1.47633
contig_22303	15267	1.28537	1.28537	0.755035
contig_22304	8063	0.79123	0.79123	0.542376
contig_22305	17183	2.40052	2.40052	2.91226
contig_22306	26450	0.840989	0.840989	0.922276
contig_22307	14875	0.650866	0.650866	0.837182
contig_22308	10453	0.91682	0.91682	1.73025
contig_22309	8769	0.409096	0.409096	0.472504
contig_22310	36597	0.851044	0.851044	1.09865
contig_22311	68427	0.997715	0.997715	2.88509
contig_22314	37603	1.18036	1.18036	2.19048
contig_22315	65532	1.02354	1.02354	1.56448
contig_22316	24122	0.563616	0.563616	1.00936
contig_22317	22397	2.37902	2.37902	1.5393
contig_22318	11872	2.3821	2.3821	2.03418
contig_22319	16635	1.89912	1.89912	0.921985
contig_22320	12251	1.09776	1.09776	1.64948
contig_22321	13565	0.0657473	0.0657473	0.0614319
contig_22322	6797	3.17075	3.17075	2.86419
contig_22323	12451	2.18478	2.18478	1.31833
contig_22324	19277	3.3711	3.3711	5.02259
contig_22325	6224	3.05285	3.05285	29.6842
contig_22326	19645	0.156194	0.156194	0.228247
contig_22327	17925	0.730239	0.730239	1.12122
contig_22328	11276	4.60022	4.60022	35.1311
contig_22329	10149	2.51145	2.51145	7.97589
contig_2233	11773	1.28469	1.28469	0.884974
contig_22330	30718	2.3276	2.3276	1.85698
contig_22331	28470	1.25699	1.25699	1.48258
contig_22332	7067	3.58956	3.58956	2.53214
contig_22334	12952	2.29667	2.29667	2.51301
contig_22335	39137	1.23505	1.23505	1.72716
contig_22336	21133	0.812991	0.812991	0.750952
contig_22338	39209	1.48396	1.48396	1.80017
contig_22339	16829	2.54913	2.54913	1.81547
contig_2234	7225	0.0196466	0.0196466	0.0192619
contig_22340	28851	1.72099	1.72099	1.25524
contig_22341	37484	2.26844	2.26844	1.78344
contig_22342	5884	1.26474	1.26474	1.04142
contig_22343	11204	1.02099	1.02099	1.50631
contig_22345	27882	1.1248	1.1248	1.33858
contig_22346	9833	0.533306	0.533306	0.35096
contig_22347	38214	0.670923	0.670923	0.45234
contig_22348	6466	2.07901	2.07901	0.750233
contig_22349	5030	1.09631	1.09631	0.661353
contig_2235	15484	3.56841	3.56841	3.27263
contig_22350	25267	1.69113	1.69113	2.2888
contig_22351	24065	1.41664	1.41664	0.931429
contig_22352	39462	1.81288	1.81288	1.63666
contig_22353	13647	1.12625	1.12625	1.37315
contig_22354	10594	1.80161	1.80161	1.61364
contig_22355	27534	2.11499	2.11499	2.72552
contig_22356	20216	2.13854	2.13854	1.29316
contig_22357	5783	0.201136	0.201136	0.227834
contig_22358	14669	1.27702	1.27702	0.754949
contig_22359	12352	1.34576	1.34576	1.03896
contig_2236	18506	5.11789	5.11789	20.3692
contig_22360	17667	1.53599	1.53599	1.75618
contig_22361	17035	0.629908	0.629908	0.567588
contig_22362	14614	1.68584	1.68584	0.919351
contig_22363	7578	1.02733	1.02733	0.850939
contig_22364	30844	2.17505	2.17505	2.28439
contig_22365	16349	1.54652	1.54652	1.37435
contig_22366	48303	0.582207	0.582207	0.85959
contig_22367	12724	1.0715	1.0715	1.67265
contig_22368	20088	2.59404	2.59404	2.48507
contig_22369	53898	1.87702	1.87702	3.00866
contig_2237	20311	6.35732	6.35732	216.413
contig_22370	29473	1.88576	1.88576	1.37877
contig_22371	24092	1.34579	1.34579	1.56161
contig_22372	5507	2.50084	2.50084	1.99729
contig_22373	19941	3.43161	3.43161	6.10286
contig_22374	17783	0.546929	0.546929	1.30974
contig_22375	51564	1.80363	1.80363	2.4548
contig_22376	42763	1.77746	1.77746	2.09209
contig_22377	5149	0.553911	0.553911	0.966242
contig_22378	21015	1.50875	1.50875	1.01317
contig_2238	10515	1.44641	1.44641	1.0721
contig_22380	19956	2.73357	2.73357	4.80055
contig_22381	14509	2.92325	2.92325	2.4823
contig_22382	7643	0.429868	0.429868	0.561471
contig_22383	12785	0.346023	0.346023	0.540304
contig_22384	41039	1.62073	1.62073	3.51571
contig_22386	11730	2.50907	2.50907	2.22821
contig_22387	15414	0.925577	0.925577	0.908622
contig_22389	27001	3.09277	3.09277	3.55763
contig_2239	11712	1.42908	1.42908	0.899334
contig_22390	27543	1.72873	1.72873	3.1008
contig_22391	18405	1.69362	1.69362	0.660247
contig_22392	22911	0.476824	0.476824	0.805064
contig_22393	16491	1.56569	1.56569	1.17172
contig_22394	25831	1.03898	1.03898	0.706666
contig_22396	26004	2.3642	2.3642	3.64688
contig_22397	13439	1.41749	1.41749	1.85445
contig_22398	6752	0.0907301	0.0907301	0.0825174
contig_22399	22644	1.53508	1.53508	1.6243
contig_2240	6351	0.568134	0.568134	0.602172
contig_22401	36486	2.26395	2.26395	2.52646
contig_22402	19894	0.647842	0.647842	0.860272
contig_22403	7597	0.601719	0.601719	0.978063
contig_22404	8048	1.74437	1.74437	0.929123
contig_22405	10772	0.951798	0.951798	0.600649
contig_22406	17439	3.3434	3.3434	4.67263
contig_22407	10476	0.777842	0.777842	0.775405
contig_22408	6346	0.585862	0.585862	0.322091
contig_22409	17840	1.14669	1.14669	2.67186
contig_2241	183894	4.09161	4.09161	8.34588
contig_22410	7792	1.20191	1.20191	0.792133
contig_22411	27946	0.558354	0.558354	0.625843
contig_22412	24977	2.3874	2.3874	1.53254
contig_22413	7638	1.32198	1.32198	2.23645
contig_22414	22636	1.07729	1.07729	1.43271
contig_22415	5899	0.507219	0.507219	0.308436
contig_22417	8736	1.60936	1.60936	1.37975
contig_22418	9936	0.509299	0.509299	0.558948
contig_22419	22563	0.74604	0.74604	0.850192
contig_2242	10829	2.56101	2.56101	3.23472
contig_22420	20582	1.30819	1.30819	1.86856
contig_22422	7640	1.49332	1.49332	1.29768
contig_22423	15757	2.41046	2.41046	0.948594
contig_22424	5650	2.39909	2.39909	0.424987
contig_22425	9321	0.1918	0.1918	0.160017
contig_22426	18536	1.97667	1.97667	1.66852
contig_22427	28546	1.47655	1.47655	1.13729
contig_22428	10665	2.13476	2.13476	1.24261
contig_22429	43097	0.678581	0.678581	1.00439
contig_2243	52175	3.60763	3.60763	5.53254
contig_22430	5820	0.787302	0.787302	1.57372
contig_22431	59095	2.98399	2.98399	4.33075
contig_22432	9080	2.56125	2.56125	2.41107
contig_22433	9989	1.87021	1.87021	1.48852
contig_22435	8541	0.0864021	0.0864021	0.0789563
contig_22436	12347	0.204558	0.204558	0.234065
contig_22437	11377	1.41872	1.41872	1.2851
contig_22438	25408	2.30133	2.30133	1.7208
contig_22439	15558	0.541602	0.541602	0.358837
contig_2244	16309	0.667059	0.667059	0.795613
contig_22440	7022	0.910652	0.910652	1.53051
contig_22441	22656	1.34813	1.34813	1.09413
contig_22442	11366	2.32819	2.32819	2.81714
contig_22443	20537	0.586452	0.586452	0.622827
contig_22444	6385	1.84362	1.84362	1.59587
contig_22445	16445	2.29561	2.29561	1.44922
contig_22446	14276	1.42574	1.42574	1.13927
contig_22447	6635	0.905783	0.905783	1.05945
contig_22448	7286	2.4574	2.4574	1.50447
contig_22449	8840	1.61657	1.61657	0.639457
contig_2245	8977	1.10083	1.10083	0.532373
contig_22450	22904	3.24752	3.24752	2.94074
contig_22451	35295	2.70616	2.70616	3.31749
contig_22452	7503	1.17068	1.17068	1.29985
contig_22453	66336	0.722222	0.722222	1.16661
contig_22454	13586	0.916046	0.916046	1.51379
contig_22455	5482	0.827457	0.827457	0.797066
contig_22456	9584	1.44499	1.44499	0.621453
contig_22457	9685	1.32994	1.32994	1.50784
contig_22458	16119	1.35732	1.35732	1.29616
contig_22459	31273	1.69865	1.69865	1.13006
contig_2246	109122	0.772969	0.772969	1.74638
contig_22460	28082	0.482565	0.482565	0.548154
contig_22461	20517	0.984828	0.984828	1.23629
contig_22462	13157	0.516799	0.516799	0.48315
contig_22463	21444	1.94219	1.94219	7.9899
contig_22464	9778	2.62568	2.62568	3.8965
contig_22465	30189	2.32934	2.32934	2.86931
contig_22466	27356	1.33709	1.33709	1.4115
contig_22467	13877	1.45844	1.45844	0.75494
contig_22468	26326	0.608535	0.608535	1.23725
contig_2247	5347	3.30344	3.30344	2.32843
contig_22470	7221	1.81615	1.81615	1.49633
contig_22471	5028	1.35158	1.35158	1.82246
contig_22474	27283	1.86798	1.86798	1.78756
contig_22475	8711	0.250321	0.250321	0.41624
contig_22476	24495	0.7206	0.7206	1.21282
contig_22477	9416	1.25383	1.25383	0.90416
contig_22478	14149	0.471605	0.471605	0.503818
contig_22479	22891	2.94983	2.94983	1.60637
contig_22480	38781	0.55981	0.55981	0.587139
contig_22481	6321	2.81462	2.81462	1.49367
contig_22482	8426	4.90829	4.90829	3.44013
contig_22483	55361	1.9741	1.9741	1.9281
contig_22484	8670	0.5527	0.5527	0.505509
contig_22485	30249	1.71607	1.71607	2.74885
contig_22486	16102	2.54683	2.54683	2.26426
contig_22487	22207	0.564129	0.564129	0.822881
contig_22488	7801	0.783296	0.783296	0.91488
contig_22489	7392	0.379039	0.379039	0.414358
contig_2249	6061	0.914735	0.914735	0.677675
contig_22490	19881	0.86098	0.86098	0.700568
contig_22491	25363	1.31444	1.31444	2.69196
contig_22492	35183	2.49856	2.49856	4.3741
contig_22493	9054	0.770777	0.770777	0.67096
contig_22494	6259	1.9085	1.9085	1.48985
contig_22495	11669	0.989582	0.989582	1.09111
contig_22496	32150	2.16784	2.16784	2.03774
contig_22498	7214	0.342865	0.342865	0.413933
contig_22499	14145	0.161415	0.161415	0.304858
contig_225	20439	1.57982	1.57982	2.70242
contig_2250	14697	2.70427	2.70427	4.38845
contig_22500	8415	0.338899	0.338899	1.11396
contig_22501	5949	2.13175	2.13175	0.397953
contig_22502	24721	1.84974	1.84974	2.07157
contig_22503	10717	1.09198	1.09198	0.307111
contig_22504	7026	0.424375	0.424375	0.389199
contig_22505	6968	1.95791	1.95791	5.43691
contig_22506	10019	1.43034	1.43034	2.54127
contig_22507	74909	2.50453	2.50453	7.50339
contig_22508	20028	1.42781	1.42781	5.11177
contig_22509	46019	1.26488	1.26488	1.66005
contig_2251	53938	1.84476	1.84476	2.80823
contig_22510	8196	0.712279	0.712279	1.0388
contig_22511	28991	0.464824	0.464824	0.655448
contig_22512	13177	1.45122	1.45122	0.961559
contig_22513	20717	2.02232	2.02232	1.97767
contig_22514	13517	3.81252	3.81252	3.71916
contig_22515	10538	1.61706	1.61706	0.839199
contig_22516	17189	1.37637	1.37637	1.2748
contig_22517	6909	0.951176	0.951176	0.857966
contig_22518	6243	1.47596	1.47596	0.320716
contig_22519	22789	1.55418	1.55418	2.6312
contig_2252	8212	1.25589	1.25589	1.04166
contig_22520	5490	0.0926966	0.0926966	0.0841297
contig_22522	26862	0.662174	0.662174	0.947655
contig_22525	9692	1.66506	1.66506	1.2169
contig_22526	29276	1.60932	1.60932	1.75727
contig_22527	7515	2.96823	2.96823	2.64706
contig_22528	14964	0.824018	0.824018	0.863416
contig_22529	7283	0.89822	0.89822	0.782089
contig_2253	10108	0.550412	0.550412	0.439715
contig_22530	44967	0.222081	0.222081	0.27866
contig_22531	11835	1.12306	1.12306	0.850401
contig_22532	8741	1.39879	1.39879	0.676126
contig_22533	17743	1.55869	1.55869	1.98713
contig_22534	6049	0.874894	0.874894	1.53849
contig_22535	24716	1.97305	1.97305	2.76575
contig_22536	7344	0.969419	0.969419	0.69392
contig_22537	9096	2.35144	2.35144	1.70248
contig_22538	13302	2.37926	2.37926	1.29929
contig_22539	11803	1.57659	1.57659	2.55462
contig_2254	55813	3.88748	3.88748	7.59696
contig_22540	9726	1.52329	1.52329	1.00516
contig_22541	5457	1.03071	1.03071	0.675856
contig_22542	19293	0.296349	0.296349	0.461117
contig_22543	37428	1.1308	1.1308	1.05168
contig_22544	7140	0.926896	0.926896	0.768299
contig_22545	9230	0.436013	0.436013	0.409175
contig_22546	14723	1.35778	1.35778	2.35805
contig_22547	13659	1.08417	1.08417	1.11342
contig_22548	21431	2.8134	2.8134	3.42286
contig_22549	15251	0.193298	0.193298	0.244548
contig_2255	64911	2.3293	2.3293	3.51994
contig_22550	6780	0.567722	0.567722	0.395663
contig_22551	15535	1.90315	1.90315	2.24167
contig_22552	7193	1.00355	1.00355	1.08144
contig_22553	24754	1.51699	1.51699	2.38569
contig_22554	10318	2.1847	2.1847	1.6556
contig_22555	6589	1.76037	1.76037	0.913521
contig_22556	7575	0.46101	0.46101	0.379984
contig_22557	21828	1.83098	1.83098	0.984585
contig_22558	16361	0.677256	0.677256	1.49563
contig_22559	38874	0.990084	0.990084	1.94228
contig_2256	11376	0.711028	0.711028	0.535824
contig_22560	24882	0.241428	0.241428	0.383615
contig_22562	22579	1.46703	1.46703	0.717714
contig_22563	10423	0.0448749	0.0448749	0.0428656
contig_22564	41413	1.54664	1.54664	1.14468
contig_22565	31817	1.5596	1.5596	1.7255
contig_22566	12792	0.664452	0.664452	0.556169
contig_22567	10466	1.24341	1.24341	1.14507
contig_22568	14900	1.34597	1.34597	1.14194
contig_22569	7823	0.120683	0.120683	0.18274
contig_2257	16943	3.07045	3.07045	14.0178
contig_22570	30692	3.29831	3.29831	6.60905
contig_22571	5879	1.79543	1.79543	0.608979
contig_22572	8507	1.06533	1.06533	0.606077
contig_22573	15037	1.48237	1.48237	0.917381
contig_22574	33103	0.838588	0.838588	1.13111
contig_22575	6771	0.452047	0.452047	0.603336
contig_22576	12671	1.8239	1.8239	1.93337
contig_22577	15466	1.8243	1.8243	1.0965
contig_22578	14592	1.01648	1.01648	1.92045
contig_2258	8894	0.746569	0.746569	0.629042
contig_22580	9104	0.836163	0.836163	0.546721
contig_22581	13818	1.32075	1.32075	1.55282
contig_22582	9820	0.595346	0.595346	0.592373
contig_22583	15845	1.44912	1.44912	2.36284
contig_22584	18466	0.700644	0.700644	1.62735
contig_22585	40652	3.3328	3.3328	12.9761
contig_22586	37279	1.53538	1.53538	2.63737
contig_22587	12207	1.68184	1.68184	2.20737
contig_22588	45477	0.307719	0.307719	0.628041
contig_2259	5064	0.667684	0.667684	0.513394
contig_22590	6282	0.407371	0.407371	0.334754
contig_22593	75445	2.10597	2.10597	6.16088
contig_22594	8026	2.21724	2.21724	1.10874
contig_22595	37734	2.13649	2.13649	4.06006
contig_22596	12268	0.694009	0.694009	0.45881
contig_22597	48132	1.72419	1.72419	3.39321
contig_22598	39635	2.21722	2.21722	2.10785
contig_22599	32077	1.09346	1.09346	1.7524
contig_2260	200512	1.43725	1.43725	2.87177
contig_22600	11237	0.99089	0.99089	0.867027
contig_22601	5600	0.168991	0.168991	0.140458
contig_22603	16476	1.47391	1.47391	1.68529
contig_22604	8802	1.90511	1.90511	0.582509
contig_22605	23344	1.61369	1.61369	1.03175
contig_22606	21632	0.481519	0.481519	0.743262
contig_22607	16464	2.00558	2.00558	1.69746
contig_22608	7399	1.96979	1.96979	0.910609
contig_22609	10864	0.645044	0.645044	1.84114
contig_2261	18266	1.4517	1.4517	0.776696
contig_22610	15646	2.53388	2.53388	3.07329
contig_22611	12394	1.85307	1.85307	1.52896
contig_22612	16130	1.64524	1.64524	0.846487
contig_22613	6989	0.574061	0.574061	0.430565
contig_22615	41904	0.917086	0.917086	1.83886
contig_22616	18640	1.32856	1.32856	2.11229
contig_22617	15737	1.66228	1.66228	2.02067
contig_22618	18098	1.64029	1.64029	0.632049
contig_22619	9845	1.49335	1.49335	1.01148
contig_22620	9697	1.83387	1.83387	1.26312
contig_22621	11667	2.47938	2.47938	1.27861
contig_22622	23617	2.14603	2.14603	1.35013
contig_22623	12714	0.0861191	0.0861191	0.0787286
contig_22624	9402	0.970601	0.970601	0.567963
contig_22625	30872	1.56565	1.56565	1.70262
contig_22626	8735	1.49668	1.49668	1.80228
contig_22627	32901	2.97054	2.97054	1.41259
contig_22629	28577	2.30411	2.30411	1.96285
contig_2263	16061	1.13004	1.13004	0.648634
contig_22630	6763	0.402238	0.402238	0.303966
contig_22631	7448	0.94752	0.94752	0.444954
contig_22632	6946	1.79473	1.79473	0.789212
contig_22633	6564	0	0	0
contig_22634	23733	1.24378	1.24378	0.800211
contig_22635	8909	1.63603	1.63603	1.49111
contig_22636	29368	0.598877	0.598877	0.619406
contig_22637	14892	0.825397	0.825397	1.43199
contig_22638	11389	2.81306	2.81306	3.08638
contig_22639	6247	0.67197	0.67197	0.926822
contig_2264	11361	2.59112	2.59112	3.20895
contig_22640	8305	1.15389	1.15389	1.30505
contig_22641	5617	0.482166	0.482166	0.396841
contig_22642	66440	1.90557	1.90557	3.70262
contig_22644	21389	1.63675	1.63675	2.08649
contig_22645	7348	1.24785	1.24785	1.48188
contig_22646	13283	1.53438	1.53438	3.88381
contig_22647	17468	2.68928	2.68928	1.60004
contig_22648	12401	1.69464	1.69464	1.10228
contig_22649	8174	0.598455	0.598455	0.625944
contig_2265	8123	0.564154	0.564154	0.633564
contig_22650	7395	1.22553	1.22553	0.905475
contig_22652	10553	1.72143	1.72143	0.685539
contig_22653	9911	1.09343	1.09343	0.95154
contig_22654	15482	1.8522	1.8522	1.63454
contig_22655	45123	1.10589	1.10589	1.80969
contig_22656	6430	1.61831	1.61831	0.758429
contig_22657	35437	0.381812	0.381812	0.480776
contig_22658	42135	2.79326	2.79326	3.37066
contig_22659	16104	2.1268	2.1268	0.742433
contig_2266	15355	0.143769	0.143769	0.123097
contig_22660	12167	0.760173	0.760173	1.50746
contig_22661	16123	1.87967	1.87967	2.02709
contig_22662	7492	2.48039	2.48039	0.60221
contig_22663	51903	1.15678	1.15678	1.36797
contig_22664	6081	1.35677	1.35677	0.490925
contig_22665	5992	0.171174	0.171174	0.217569
contig_22667	128021	1.30051	1.30051	3.20084
contig_22668	8782	3.3845	3.3845	4.4992
contig_22669	26713	1.20084	1.20084	1.3789
contig_2267	13345	2.05411	2.05411	1.39174
contig_22670	7289	0.784984	0.784984	0.584352
contig_22671	17805	1.00629	1.00629	2.44692
contig_22672	16835	1.67438	1.67438	3.84119
contig_22673	43247	1.1505	1.1505	1.62907
contig_22674	5003	1.87286	1.87286	1.44944
contig_22675	24073	1.02654	1.02654	1.36234
contig_22676	9826	8.85697	8.85697	212.573
contig_22677	28583	0.461295	0.461295	0.727821
contig_22678	10401	1.61301	1.61301	2.11846
contig_22679	10738	0.770212	0.770212	0.71862
contig_2268	13365	1.86576	1.86576	1.18854
contig_22680	6.54293e+06	16.2423	16.2423	20.7943
contig_22681	22895	1.49747	1.49747	3.35687
contig_22682	11908	2.27734	2.27734	1.48432
contig_22684	17494	1.56631	1.56631	1.31081
contig_22685	6104	0.82348	0.82348	0.312353
contig_22686	15278	2.09876	2.09876	1.46123
contig_22688	16071	0.935557	0.935557	0.743394
