contigName	contigLen	totalAvgDepth	mapped_sorted_secondRun.bam	mapped_sorted_secondRun.bam-var
contig_4145	5014	0.858964	0.858964	0.684979
contig_4146	20282	0.664365	0.664365	0.906419
contig_4147	15790	2.48159	2.48159	11.3727
contig_4150	15821	10.7263	10.7263	11.4829
contig_4151	24853	4.66239	4.66239	9.05528
contig_4152	5898	1.72095	1.72095	3.55345
contig_4153	16429	10.9815	10.9815	25.0333
contig_4155	6908	1.00163	1.00163	0.82185
contig_4156	7856	5.83416	5.83416	3.97779
contig_4158	73263	2.56363	2.56363	6.48144
contig_4159	26799	1.72641	1.72641	5.82987
contig_416	34701	2.51651	2.51651	1.3964
contig_4160	5099	1.66155	1.66155	0.55258
contig_4162	13344	1.85577	1.85577	2.91079
contig_4163	30949	2.81171	2.81171	3.12198
contig_4164	50654	2.40464	2.40464	3.02846
contig_4165	57920	3.07083	3.07083	4.48953
contig_4167	42157	1.55553	1.55553	1.18744
contig_4168	22695	2.22626	2.22626	2.01659
contig_4169	16387	1.29501	1.29501	1.70992
contig_417	10936	1.58919	1.58919	0.530469
contig_4170	6142	0.021028	0.021028	0.0205896
contig_4171	9829	0.909805	0.909805	1.55467
contig_4172	19412	0.7859	0.7859	1.47528
contig_4173	27119	0.649709	0.649709	1.03874
contig_4176	35978	1.76189	1.76189	2.46326
contig_4177	8760	0.108595	0.108595	0.0968024
contig_4178	7504	0	0	0
contig_4179	10521	0.13721	0.13721	0.207882
contig_418	12004	2.41632	2.41632	2.06582
contig_4180	25354	5.33975	5.33975	14.7393
contig_4181	36485	8.65213	8.65213	13.0372
contig_4182	26774	1.61527	1.61527	1.40184
contig_4183	27070	1.94565	1.94565	1.93967
contig_4184	23293	0.729421	0.729421	1.35438
contig_4185	18527	2.71981	2.71981	3.00566
contig_4186	13871	2.08425	2.08425	3.63831
contig_4187	51593	2.64392	2.64392	3.34159
contig_4188	20873	1.43927	1.43927	1.03307
contig_4189	9333	1.66013	1.66013	1.6442
contig_419	22445	2.00928	2.00928	1.72822
contig_4190	18490	0.643675	0.643675	0.93745
contig_4191	26212	1.50065	1.50065	2.02543
contig_4192	8910	2.31564	2.31564	1.37805
contig_4193	7613	0.5609	0.5609	1.03688
contig_4194	8338	1.82071	1.82071	2.85431
contig_4195	13360	0.204996	0.204996	0.388441
contig_4196	8078	3.13332	3.13332	3.8152
contig_4197	13924	0.134384	0.134384	0.279121
contig_4198	59537	2.16332	2.16332	4.39568
contig_4199	7012	1.63174	1.63174	0.653598
contig_42	6010	0.509898	0.509898	0.325739
contig_420	15168	2.90598	2.90598	2.03834
contig_4200	18432	0.735587	0.735587	0.834068
contig_4201	12693	1.49478	1.49478	1.2931
contig_4202	22265	1.35745	1.35745	0.745652
contig_4203	18780	0.785293	0.785293	0.838377
contig_4204	18457	1.92145	1.92145	0.917573
contig_4205	24709	1.1812	1.1812	1.64504
contig_4206	6049	1.58281	1.58281	2.00178
contig_4207	6899	0.732108	0.732108	0.671247
contig_4209	8084	2.70822	2.70822	0.298661
contig_421	12145	1.71563	1.71563	1.81398
contig_4210	6283	1.25844	1.25844	0.708651
contig_4211	7292	1.26379	1.26379	1.00926
contig_4212	9261	0.667325	0.667325	0.891411
contig_4213	16528	3.4898	3.4898	2.21256
contig_4214	33700	5.44086	5.44086	15.7735
contig_4217	6995	1.24105	1.24105	0.883419
contig_422	42089	2.47998	2.47998	4.99193
contig_4220	164139	12.5966	12.5966	42.8622
contig_4221	7560	2.69258	2.69258	2.38114
contig_4222	29535	6.1043	6.1043	12.6978
contig_4223	23498	1.21818	1.21818	3.58144
contig_4224	15974	0.254171	0.254171	0.351861
contig_4225	13558	1.02946	1.02946	1.06799
contig_4226	12026	1.23442	1.23442	0.732079
contig_4227	24242	0.557654	0.557654	1.25281
contig_4228	25037	1.22188	1.22188	3.66452
contig_4229	5176	1.85635	1.85635	0.849391
contig_4230	5969	1.58395	1.58395	1.21586
contig_4231	18987	1.42629	1.42629	1.02992
contig_4232	32184	3.3216	3.3216	3.29028
contig_4233	24004	3.34179	3.34179	3.29177
contig_4234	20104	5.27112	5.27112	11.3862
contig_4235	20464	1.29718	1.29718	2.47824
contig_4236	14108	1.5187	1.5187	1.30173
contig_4237	20574	1.36736	1.36736	3.88563
contig_4238	16535	0.751053	0.751053	1.17911
contig_4239	87149	1.81222	1.81222	2.61656
contig_4240	13992	2.38997	2.38997	1.87362
contig_4241	114328	4.0157	4.0157	8.40344
contig_4243	21639	2.38364	2.38364	1.89369
contig_4244	11468	1.76471	1.76471	1.29088
contig_4245	7600	0.974631	0.974631	0.782889
contig_4246	15675	0.648438	0.648438	0.875374
contig_4248	21698	1.1014	1.1014	1.44387
contig_4249	9829	1.76785	1.76785	2.65363
contig_425	35527	1.98917	1.98917	3.25331
contig_4250	5336	2.35307	2.35307	0.966362
contig_4251	10807	1.11861	1.11861	1.80384
contig_4252	44155	1.15244	1.15244	1.78476
contig_4253	7843	2.26804	2.26804	0.414095
contig_4256	8544	0.878842	0.878842	1.65207
contig_4257	19338	1.24349	1.24349	3.07481
contig_4258	54913	1.11829	1.11829	2.4641
contig_4259	5095	2.50799	2.50799	0.439716
contig_426	60614	2.84222	2.84222	5.0668
contig_4261	31712	1.08751	1.08751	0.890501
contig_4263	40498	4.5085	4.5085	5.64622
contig_4264	17193	1.5614	1.5614	0.896227
contig_4265	12186	2.06721	2.06721	2.15179
contig_4266	8267	2.97967	2.97967	1.49731
contig_4267	6227	0.326806	0.326806	0.288845
contig_4268	20468	1.15631	1.15631	0.965179
contig_4269	9907	2.38342	2.38342	5.87282
contig_427	20646	1.39349	1.39349	1.60494
contig_4270	42718	1.82099	1.82099	2.08735
contig_4271	6740	1.37602	1.37602	1.75968
contig_4272	7820	1.77797	1.77797	1.6785
contig_4274	21291	1.37136	1.37136	4.50439
contig_4275	5501	2.98767	2.98767	1.36282
contig_4276	8859	1.9179	1.9179	1.60049
contig_4277	62518	3.68186	3.68186	5.92538
contig_4278	16411	1.50206	1.50206	2.2925
contig_4279	15500	2.32469	2.32469	3.99747
contig_428	106026	2.12588	2.12588	5.48368
contig_4280	33141	2.5955	2.5955	4.41073
contig_4281	13897	2.34604	2.34604	3.89493
contig_4283	43536	2.28712	2.28712	2.32494
contig_4284	6682	1.94397	1.94397	1.41712
contig_4285	30145	1.83961	1.83961	2.96865
contig_4286	13348	1.35498	1.35498	0.547967
contig_4288	18757	2.28081	2.28081	1.48442
contig_429	48313	2.38851	2.38851	5.62488
contig_4290	19656	2.21763	2.21763	3.10014
contig_4291	43096	2.29374	2.29374	3.08906
contig_4292	15705	1.09984	1.09984	1.88911
contig_4293	31600	1.25113	1.25113	1.59092
contig_4294	36778	1.59463	1.59463	1.38055
contig_4295	6643	1.09225	1.09225	1.081
contig_4296	23664	1.48422	1.48422	3.35018
contig_4297	7414	0.0688326	0.0688326	0.0640973
contig_4298	19609	0.454289	0.454289	0.450977
contig_4299	9207	4.72265	4.72265	11.468
contig_43	166580	4.6123	4.6123	4.97352
contig_430	39501	1.75063	1.75063	2.99399
contig_4300	25256	0.604796	0.604796	1.37549
contig_4301	12266	0.314873	0.314873	0.293316
contig_4302	25947	0.998256	0.998256	1.42251
contig_4303	10440	2.12945	2.12945	3.36537
contig_4304	10369	1.17125	1.17125	1.25504
contig_4305	18813	2.34625	2.34625	2.6327
contig_4307	17385	2.00905	2.00905	3.25264
contig_4308	5055	0.60999	0.60999	0.855396
contig_431	13705	2.37514	2.37514	4.63872
contig_4310	80568	1.12978	1.12978	1.47222
contig_4311	8034	1.76991	1.76991	0.711407
contig_4312	8768	1.27466	1.27466	0.879617
contig_4313	19412	2.01589	2.01589	1.09288
contig_4314	31619	1.83107	1.83107	2.28752
contig_4315	11761	1.20713	1.20713	1.49584
contig_4316	5313	1.88185	1.88185	1.43518
contig_4317	35758	2.4945	2.4945	3.26818
contig_4318	13516	1.64514	1.64514	2.35434
contig_4319	9075	0.934566	0.934566	1.11155
contig_432	51192	3.66198	3.66198	6.50239
contig_4320	32884	0.919961	0.919961	1.17696
contig_4321	10223	1.25732	1.25732	0.525359
contig_4322	31907	2.1549	2.1549	2.6564
contig_4324	25017	4.07066	4.07066	5.04545
contig_4325	29555	0.749362	0.749362	1.8842
contig_4326	19251	2.33166	2.33166	5.45045
contig_4327	21693	2.04173	2.04173	1.99294
contig_4328	52312	1.26096	1.26096	1.53859
contig_4329	11239	1.41239	1.41239	1.83275
contig_433	10009	2.44183	2.44183	3.40699
contig_4330	14296	2.75894	2.75894	2.6622
contig_4332	75497	3.01551	3.01551	7.05735
contig_4333	10081	0.0502467	0.0502467	0.0477296
contig_4334	7109	1.41831	1.41831	1.28219
contig_4335	34458	1.89539	1.89539	2.09676
contig_4337	24970	1.24255	1.24255	2.87041
contig_4338	9653	0	0	0
contig_4339	16231	1.10136	1.10136	1.62192
contig_434	66247	2.31216	2.31216	3.78543
contig_4340	10254	0.425079	0.425079	0.511449
contig_4341	13145	0.0383994	0.0383994	0.0369246
contig_4342	11728	0.70634	0.70634	1.17922
contig_4343	6956	1.65795	1.65795	0.647425
contig_4344	7906	0.911166	0.911166	0.730083
contig_4345	32031	2.01722	2.01722	2.43609
contig_4346	15259	0.110133	0.110133	0.244208
contig_4347	10012	3.21781	3.21781	3.54681
contig_435	11425	3.42749	3.42749	4.91861
contig_4350	21801	0.617015	0.617015	0.865083
contig_4351	5748	4.04859	4.04859	8.48559
contig_4352	30681	1.8812	1.8812	2.70911
contig_4353	10647	1.51986	1.51986	1.47348
contig_4354	6126	0.42838	0.42838	0.315538
contig_4355	16420	1.45163	1.45163	1.52841
contig_4356	5060	1.69756	1.69756	0.620451
contig_4357	14550	2.14681	2.14681	3.81952
contig_4358	39022	2.65263	2.65263	3.08702
contig_4359	18324	2.28486	2.28486	2.45594
contig_436	20669	1.54369	1.54369	1.78175
contig_4360	14825	0.873595	0.873595	1.13577
contig_4361	13410	0.770287	0.770287	1.2157
contig_4362	9316	0.277002	0.277002	0.393845
contig_4363	26994	2.74955	2.74955	3.6747
contig_4364	8676	0.309289	0.309289	0.302801
contig_4365	12222	1.87425	1.87425	2.21102
contig_4366	11365	1.85635	1.85635	2.04959
contig_4367	38768	1.1463	1.1463	1.40891
contig_4368	13571	0.296923	0.296923	0.450763
contig_4369	5001	2.0068	2.0068	1.01377
contig_437	35142	0.73594	0.73594	0.585615
contig_4370	43099	1.7077	1.7077	6.7347
contig_4371	7260	0.396484	0.396484	0.484384
contig_4372	8589	0.236876	0.236876	0.299328
contig_4373	20140	0.991396	0.991396	1.81805
contig_4374	10013	1.14529	1.14529	0.335238
contig_4375	17782	1.6077	1.6077	4.00864
contig_4376	18933	0.345525	0.345525	0.624914
contig_4378	8134	1.82866	1.82866	1.46979
contig_4379	6852	2.13041	2.13041	0.354883
contig_438	67457	6.7928	6.7928	9.77235
contig_4380	7861	0.513033	0.513033	0.52455
contig_4381	18733	0.853307	0.853307	1.22099
contig_4382	14831	0.694912	0.694912	0.878962
contig_4383	20525	0.76692	0.76692	1.18438
contig_4384	15214	5.12261	5.12261	6.3568
contig_4387	10592	1.04444	1.04444	1.02568
contig_4388	8010	1.22595	1.22595	1.10937
contig_4392	131138	1.4095	1.4095	2.61708
contig_4393	42460	1.21274	1.21274	1.795
contig_4394	17176	1.46846	1.46846	0.705231
contig_4395	10376	0.641111	0.641111	1.4329
contig_4396	5812	0.263511	0.263511	0.194117
contig_4397	24839	0.730001	0.730001	1.60684
contig_4398	8813	2.28674	2.28674	2.76871
contig_4399	35414	10.2596	10.2596	36.677
contig_44	14133	1.32883	1.32883	1.85573
contig_4401	6482	0.07012	0.07012	0.0652103
contig_4402	9953	0.558605	0.558605	0.619152
contig_4403	5743	1.49419	1.49419	0.808995
contig_4404	5950	0.618276	0.618276	0.623392
contig_4406	20314	8.00714	8.00714	45.4406
contig_4407	36488	2.35382	2.35382	4.89185
contig_4408	26608	2.61891	2.61891	2.8826
contig_4409	10538	1.70341	1.70341	1.14885
contig_4410	7923	1.08311	1.08311	0.528836
contig_4411	15698	0.343838	0.343838	0.375598
contig_4412	17342	2.03409	2.03409	2.65728
contig_4413	5924	1.73363	1.73363	0.673928
contig_4414	21404	2.28602	2.28602	1.87187
contig_4415	13128	1.37155	1.37155	1.96962
contig_4416	7097	1.14927	1.14927	1.12157
contig_4417	6893	2.25968	2.25968	1.29339
contig_4419	5852	2.68976	2.68976	2.33049
contig_4420	13803	0.79228	0.79228	0.921062
contig_4421	66985	0.74274	0.74274	0.654885
contig_4422	7544	0.910468	0.910468	1.17452
contig_4423	15133	1.81686	1.81686	1.18989
contig_4424	27415	2.43074	2.43074	3.15194
contig_4425	65902	4.69167	4.69167	6.41031
contig_4427	13461	1.70175	1.70175	1.12589
contig_4429	16649	5.98206	5.98206	14.0492
contig_4430	27067	0.928707	0.928707	0.998798
contig_4431	21173	1.33054	1.33054	2.18629
contig_4432	44154	1.34292	1.34292	1.55867
contig_4433	9843	2.72145	2.72145	1.49237
contig_4435	8536	1.24386	1.24386	0.900516
contig_4436	17650	2.50074	2.50074	2.05554
contig_4437	8968	1.39737	1.39737	1.2651
contig_4438	12379	2.09674	2.09674	1.37451
contig_4439	8273	0	0	0
contig_4440	11667	0.896588	0.896588	0.312785
contig_4441	12566	0.180735	0.180735	0.204484
contig_4442	14131	0.427509	0.427509	0.46516
contig_4443	24275	1.0788	1.0788	0.898713
contig_4444	25356	1.80366	1.80366	1.12212
contig_4445	5844	1.17738	1.17738	1.3653
contig_4446	8188	1.66646	1.66646	1.422
contig_4447	9171	2.00643	2.00643	1.60364
contig_4448	7178	1.26779	1.26779	1.00045
contig_4449	17719	1.26319	1.26319	0.661071
contig_445	24426	6.20473	6.20473	11.842
contig_4450	8184	2.08203	2.08203	1.62476
contig_4451	18918	1.73061	1.73061	1.29603
contig_4452	22880	0.527805	0.527805	0.638568
contig_4453	18330	0.0933993	0.0933993	0.139422
contig_4454	21478	0.886675	0.886675	0.907294
contig_4456	13476	1.47966	1.47966	2.47049
contig_4458	27499	1.56466	1.56466	1.58157
contig_446	179600	5.86134	5.86134	10.9881
contig_4460	11724	1.87282	1.87282	1.89192
contig_4461	10893	0.331192	0.331192	0.504383
contig_4462	6564	0.338634	0.338634	0.751989
contig_4463	15772	4.11324	4.11324	5.84788
contig_4464	22580	1.50428	1.50428	0.899103
contig_4466	8146	0.447099	0.447099	0.406098
contig_4467	11837	0.654317	0.654317	0.576743
contig_4468	5632	0.781284	0.781284	0.431078
contig_4469	18341	1.91391	1.91391	2.20768
contig_447	16915	8.83388	8.83388	132.743
contig_4470	6719	0.368854	0.368854	0.36074
contig_4471	60502	3.05919	3.05919	2.7269
contig_4472	18627	2.33425	2.33425	1.81338
contig_4473	87167	2.32982	2.32982	5.153
contig_4474	8179	1.59908	1.59908	1.55708
contig_4475	13343	2.26832	2.26832	5.28537
contig_4476	21267	1.01274	1.01274	1.27829
contig_4477	6530	0.378997	0.378997	0.564911
contig_4479	8593	1.80765	1.80765	1.48235
contig_448	54884	15.2759	15.2759	38.1832
contig_4482	18119	1.5593	1.5593	2.80617
contig_4483	33258	0.445481	0.445481	1.07486
contig_4485	10758	2.46267	2.46267	3.00318
contig_4486	8950	1.05193	1.05193	0.549637
contig_4487	27054	0.829431	0.829431	0.842857
contig_4488	117717	1.57355	1.57355	3.43139
contig_4489	40329	3.04525	3.04525	43.6092
contig_449	30369	4.71094	4.71094	16.6583
contig_4490	22350	3.27486	3.27486	4.76516
contig_4491	7058	1.78025	1.78025	1.29401
contig_4492	50924	1.41401	1.41401	2.42687
contig_4494	12727	0.215632	0.215632	0.392072
contig_4496	10731	1.76042	1.76042	0.810053
contig_4497	10084	2.31236	2.31236	2.25637
contig_4498	25568	2.0107	2.0107	2.56048
contig_4499	9649	1.84872	1.84872	1.17118
contig_45	5058	0.711491	0.711491	0.721283
contig_450	13727	6.16093	6.16093	6.83494
contig_4500	7627	1.40471	1.40471	0.822298
contig_4501	7599	1.19613	1.19613	0.653129
contig_4502	30937	1.18761	1.18761	1.68775
contig_4503	14214	1.7746	1.7746	2.96265
contig_4504	18953	1.45232	1.45232	1.89264
contig_4505	7834	0.25911	0.25911	0.191996
contig_4506	5428	2.28174	2.28174	0.767845
contig_4507	15980	2.97694	2.97694	1.6605
contig_4508	7892	0.206536	0.206536	0.17372
contig_4509	16465	1.54428	1.54428	1.94128
contig_451	13305	9.40965	9.40965	11.9665
contig_4510	7921	1.24257	1.24257	0.925384
contig_4511	42348	2.77982	2.77982	6.51914
contig_4512	51483	1.34265	1.34265	1.62729
contig_4515	9130	2.59688	2.59688	0.840105
contig_4516	28593	1.80442	1.80442	1.71238
contig_4517	39028	1.60731	1.60731	2.67182
contig_4518	6691	2.38113	2.38113	0.813567
contig_4519	27883	1.01493	1.01493	1.71918
contig_4520	34874	0.685981	0.685981	1.23028
contig_4521	91935	2.2981	2.2981	5.06603
contig_4523	34200	1.26514	1.26514	1.92801
contig_4524	23038	3.34625	3.34625	12.4958
contig_4525	5194	0.976011	0.976011	0.814996
contig_4526	5454	1.12632	1.12632	0.909917
contig_4527	10870	2.90299	2.90299	1.10764
contig_4528	5171	1.57857	1.57857	0.645868
contig_4529	17219	1.58674	1.58674	2.14683
contig_453	14269	2.80197	2.80197	4.0915
contig_4530	9767	1.12	1.12	0.732352
contig_4531	7849	1.28601	1.28601	0.795048
contig_4532	17660	1.83124	1.83124	2.79226
contig_4533	22541	1.86789	1.86789	2.26172
contig_4534	9902	3.59085	3.59085	3.24043
contig_4535	8021	3.3363	3.3363	3.83762
contig_4536	19079	1.21343	1.21343	0.937887
contig_4537	10251	2.97802	2.97802	2.03288
contig_4538	8700	0.0753216	0.0753216	0.117852
contig_4540	23263	1.8991	1.8991	2.91521
contig_4541	19276	2.39271	2.39271	6.17888
contig_4542	5171	0.306114	0.306114	0.227208
contig_4543	6904	1.57951	1.57951	0.841375
contig_4544	18712	1.62741	1.62741	1.34117
contig_4545	30127	2.09017	2.09017	2.15859
contig_4546	9998	1.24878	1.24878	0.98925
contig_4547	5708	1.5896	1.5896	0.752383
contig_4548	8724	1.39748	1.39748	1.66251
contig_4549	19782	1.63809	1.63809	1.46245
contig_4550	7406	2.32511	2.32511	2.7249
contig_4551	11222	1.41691	1.41691	1.36682
contig_4553	17164	0.454508	0.454508	0.980801
contig_4555	5250	0.472157	0.472157	0.913019
contig_4557	11124	1.18097	1.18097	1.14309
contig_4558	28709	1.52768	1.52768	1.58683
contig_4559	8892	1.9324	1.9324	1.6013
contig_456	9933	0.153327	0.153327	0.129825
contig_4560	6899	1.48718	1.48718	0.731203
contig_4561	9352	0.207564	0.207564	0.164502
contig_4562	15938	1.51583	1.51583	2.78507
contig_4563	81112	3.77483	3.77483	7.46694
contig_4564	31818	1.84281	1.84281	1.49439
contig_4565	10591	1.23073	1.23073	2.3231
contig_4566	10718	1.5458	1.5458	1.3536
contig_4567	86043	1.90213	1.90213	4.20445
contig_4568	10727	0.753427	0.753427	0.838463
contig_4569	5774	1.6707	1.6707	1.63261
contig_457	126248	5.92483	5.92483	13.9019
contig_4570	28508	1.97257	1.97257	1.87604
contig_4571	41728	2.16292	2.16292	2.22577
contig_4572	9847	0.79901	0.79901	0.851054
contig_4573	16399	1.1853	1.1853	1.73168
contig_4574	13276	2.01905	2.01905	1.03452
contig_4576	47292	2.52577	2.52577	3.05449
contig_4577	8161	5.35614	5.35614	8.86497
contig_4578	7515	4.62132	4.62132	2.86892
contig_4579	15088	2.76704	2.76704	3.01215
contig_458	6316	1.83133	1.83133	0.805921
contig_4580	38750	0.551529	0.551529	1.63351
contig_4581	6443	0.625934	0.625934	1.05265
contig_4583	41741	1.65788	1.65788	1.60142
contig_4584	12378	0.634364	0.634364	0.68471
contig_4585	8445	1.7478	1.7478	1.75195
contig_4586	8377	1.36842	1.36842	1.44736
contig_4587	15940	1.59709	1.59709	1.49971
contig_4588	26279	1.89563	1.89563	4.18252
contig_4589	17933	1.93646	1.93646	1.16792
contig_4590	10911	1.25407	1.25407	1.83818
contig_4591	32622	1.72989	1.72989	1.37262
contig_4592	42324	0.690497	0.690497	2.10979
contig_4593	9939	1.33803	1.33803	0.779154
contig_4594	23970	1.78736	1.78736	3.48165
contig_4596	9657	2.19964	2.19964	0.781989
contig_4598	7392	1.95581	1.95581	0.550734
contig_4599	40085	1.54268	1.54268	2.05944
contig_46	106713	4.02538	4.02538	7.40565
contig_460	10690	5.40436	5.40436	4.92758
contig_4600	21074	1.41536	1.41536	2.27143
contig_4601	6803	1.39321	1.39321	1.2981
contig_4602	34785	2.08018	2.08018	4.88475
contig_4603	11962	0.971046	0.971046	1.65633
contig_4605	9544	1.8003	1.8003	0.627861
contig_4606	17213	0.451327	0.451327	0.852843
contig_4608	13048	1.74686	1.74686	1.91893
contig_4609	10942	0.816901	0.816901	0.784201
contig_461	96970	14.1399	14.1399	45.3726
contig_4610	36817	1.31388	1.31388	1.18651
contig_4611	9940	2.77681	2.77681	7.15135
contig_4612	85297	12.1872	12.1872	33.6338
contig_4613	38130	5.59697	5.59697	15.4763
contig_4614	9496	4.46651	4.46651	2.88014
contig_4615	10555	1.49918	1.49918	1.25699
contig_4616	13531	0.830282	0.830282	1.62034
contig_4617	11847	2.53415	2.53415	2.64634
contig_4619	63087	1.68486	1.68486	1.54467
contig_462	94549	6.17676	6.17676	8.00331
contig_4620	7978	1.77938	1.77938	0.64009
contig_4621	13649	7.05726	7.05726	3.14671
contig_4622	20651	3.38179	3.38179	7.99242
contig_4623	7076	3.72264	3.72264	20.7094
contig_4624	8956	1.83511	1.83511	3.84172
contig_4627	7666	3.02501	3.02501	0.871514
contig_4628	8008	1.34882	1.34882	1.11172
contig_4631	9050	2.34292	2.34292	0.628729
contig_4633	17514	1.28905	1.28905	0.823035
contig_4634	5013	1.54822	1.54822	0.607244
contig_4635	10062	1.88852	1.88852	0.453149
contig_4636	19271	0.359709	0.359709	0.648252
contig_4638	9080	0.390929	0.390929	0.366015
contig_4639	13646	1.1207	1.1207	1.4602
contig_4641	21166	1.27703	1.27703	2.79813
contig_4642	9219	1.84993	1.84993	0.810818
contig_4643	90080	1.72098	1.72098	2.36441
contig_4644	9556	1.60185	1.60185	0.628018
contig_4645	42450	0.31695	0.31695	0.535313
contig_4646	11536	0.448006	0.448006	0.72848
contig_4648	10066	2.98033	2.98033	2.04124
contig_4649	9353	1.55634	1.55634	0.922545
contig_465	132043	5.9359	5.9359	12.5854
contig_4650	50207	0.812054	0.812054	1.61196
contig_4651	17032	0.838882	0.838882	1.40621
contig_4652	7779	1.86184	1.86184	0.578685
contig_4653	25924	2.31613	2.31613	3.70796
contig_4654	7548	0.259259	0.259259	0.444269
contig_4655	23595	3.16942	3.16942	2.98133
contig_4657	18842	1.16381	1.16381	2.3369
contig_4658	21134	2.88367	2.88367	2.73496
contig_4660	47110	1.36476	1.36476	1.69851
contig_4661	17968	1.324	1.324	2.02037
contig_4662	7493	0.937764	0.937764	0.748945
contig_4663	77101	2.01376	2.01376	2.0334
contig_4664	7029	0.14537	0.14537	0.124257
contig_4665	7613	1.31716	1.31716	0.438254
contig_4666	7730	0.947493	0.947493	0.866259
contig_4667	16582	2.34743	2.34743	3.83269
contig_4668	7274	2.29857	2.29857	2.14697
contig_4669	7926	0.688529	0.688529	0.476105
contig_467	14602	10.7787	10.7787	8.05521
contig_4671	18667	1.44694	1.44694	1.43237
contig_4672	9769	2.45317	2.45317	3.22118
contig_4673	12252	2.27392	2.27392	1.3234
contig_4674	5441	1.69722	1.69722	1.40659
contig_4675	5928	1.63171	1.63171	2.87334
contig_4676	18136	0.305404	0.305404	0.425308
contig_4678	5405	3.91779	3.91779	3.48206
contig_4679	29059	1.54409	1.54409	7.83731
contig_4680	34208	2.06862	2.06862	2.62911
contig_4681	10080	1.73595	1.73595	0.777056
contig_4682	108622	2.83162	2.83162	6.4651
contig_4684	12273	0.379444	0.379444	0.605089
contig_4686	8251	1.09949	1.09949	0.971303
contig_4688	22412	2.27289	2.27289	1.71724
contig_4689	7157	0.345369	0.345369	0.226119
contig_469	112478	10.7413	10.7413	40.1014
contig_4690	9351	1.64656	1.64656	0.934646
contig_4691	9166	1.06366	1.06366	1.33277
contig_4692	23979	2.10105	2.10105	2.56024
contig_4693	9758	0.103768	0.103768	0.0930083
contig_4694	11169	2.62619	2.62619	3.9543
contig_4696	14825	1.37411	1.37411	1.41368
contig_4697	8332	0.659741	0.659741	1.1976
contig_4698	16991	1.05249	1.05249	0.626988
contig_4699	23704	1.33315	1.33315	1.56875
contig_47	12036	0.797156	0.797156	0.614142
contig_470	19219	2.97661	2.97661	6.39498
contig_4700	5966	1.65165	1.65165	0.838242
contig_4701	11474	1.59996	1.59996	1.45589
contig_4702	6191	1.03178	1.03178	1.51716
contig_4704	5777	0.813577	0.813577	0.572561
contig_4705	34289	2.92642	2.92642	2.61796
contig_4706	26090	0.593292	0.593292	1.16031
contig_4708	28059	2.47802	2.47802	1.62866
contig_4709	14469	1.19415	1.19415	0.668845
contig_4710	21098	0.811677	0.811677	0.453429
contig_4711	8154	1.48438	1.48438	0.524445
contig_4712	7032	1.98358	1.98358	1.07885
contig_4713	7858	0.194084	0.194084	0.195136
contig_4714	7397	1.25749	1.25749	1.30437
contig_4715	9067	2.04127	2.04127	4.35516
contig_4716	6506	0.549245	0.549245	0.561735
contig_4717	6549	1.45742	1.45742	0.648356
contig_4718	6800	0.150075	0.150075	0.266292
contig_4719	18501	1.61457	1.61457	1.36268
contig_472	13218	0.261785	0.261785	0.193246
contig_4720	96347	6.22224	6.22224	12.6611
contig_4721	31690	1.55222	1.55222	2.29552
contig_4722	5683	1.83065	1.83065	2.03767
contig_4723	5217	2.3059	2.3059	0.481592
contig_4724	22639	2.60616	2.60616	1.75626
contig_4725	47279	1.21212	1.21212	2.31784
contig_4726	21085	1.80119	1.80119	2.05155
contig_4727	24258	2.12291	2.12291	2.13897
contig_4728	12014	1.72724	1.72724	2.55469
contig_4729	15565	1.37275	1.37275	1.1471
contig_4730	12006	1.39938	1.39938	0.506471
contig_4731	49977	2.445	2.445	5.88489
contig_4732	6130	2.07876	2.07876	0.311414
contig_4733	34627	1.04438	1.04438	2.25384
contig_4734	34033	2.77561	2.77561	4.7189
contig_4736	13782	1.71846	1.71846	2.61741
contig_4737	45884	1.79285	1.79285	2.65898
contig_4738	5417	0.189102	0.189102	0.154131
contig_474	61430	3.21511	3.21511	2.54999
contig_4740	66987	0.833999	0.833999	1.67334
contig_4741	14241	2.1887	2.1887	2.36602
contig_4742	13029	1.15149	1.15149	1.29767
contig_4743	14579	0.693049	0.693049	0.990474
contig_4744	21937	1.61211	1.61211	1.66198
contig_4745	5539	0.940249	0.940249	0.883621
contig_4746	32087	1.32871	1.32871	2.0009
contig_4747	6629	1.64856	1.64856	0.576861
contig_4748	5534	1.57634	1.57634	0.434439
contig_475	129803	3.59331	3.59331	8.58642
contig_4750	15686	0.910659	0.910659	1.02674
contig_4751	17548	1.04	1.04	0.982916
contig_4752	37708	0.531205	0.531205	0.633323
contig_4753	8693	1.43029	1.43029	0.860478
contig_4754	20431	1.65722	1.65722	1.34802
contig_4755	10411	2.10496	2.10496	1.09704
contig_4756	11387	1.29839	1.29839	2.26484
contig_4757	14025	0.107964	0.107964	0.0962946
contig_4758	12475	0.324138	0.324138	0.405867
contig_4759	8259	1.41941	1.41941	0.853311
contig_476	27183	2.28044	2.28044	1.35397
contig_4760	18855	0.812296	0.812296	0.523278
contig_4761	18621	0.432895	0.432895	0.724809
contig_4764	31937	2.48372	2.48372	5.70296
contig_4765	37078	2.2347	2.2347	5.3799
contig_4766	7497	0.804818	0.804818	1.00954
contig_4767	15804	0.833525	0.833525	0.575358
contig_4768	8565	0.82246	0.82246	0.94163
